Zipcode,City,County,State
25979,pipestem,summers,west virginia
25979,pipestem,summers,west virginia
25981,quinwood,greenbrier,west virginia
25981,quinwood,greenbrier,west virginia
25981,quinwood,greenbrier,west virginia
25984,rupert,greenbrier,west virginia
25984,rupert,greenbrier,west virginia
25984,rupert,greenbrier,west virginia
25985,sandstone,summers,west virginia
25986,spring dale,fayette,west virginia
25989,white oak,raleigh,west virginia
26003,wheeling,ohio,west virginia
26003,wheeling,ohio,west virginia
26003,wheeling,ohio,west virginia
26003,wheeling,ohio,west virginia
26003,wheeling,ohio,west virginia
26003,wheeling,ohio,west virginia
26030,beech bottom,brooke,west virginia
26031,benwood,marshall,west virginia
26032,bethany,brooke,west virginia
26033,cameron,marshall,west virginia
26034,chester,hancock,west virginia
26035,colliers,brooke,west virginia
26036,dallas,marshall,west virginia
26037,follansbee,brooke,west virginia
26038,glen dale,marshall,west virginia
26039,glen easton,marshall,west virginia
26040,mcmechen,marshall,west virginia
26041,moundsville,marshall,west virginia
26047,new cumberland,hancock,west virginia
26047,new cumberland,hancock,west virginia
26047,new cumberland,hancock,west virginia
26050,newell,hancock,west virginia
26055,proctor,marshall,west virginia
26056,new manchester,hancock,west virginia
26056,new manchester,hancock,west virginia
26056,new manchester,hancock,west virginia
26058,short creek,brooke,west virginia
26059,triadelphia,ohio,west virginia
26060,valley grove,ohio,west virginia
26062,weirton,hancock,west virginia
26070,wellsburg,brooke,west virginia
26074,west liberty,ohio,west virginia
26075,windsor heights,brooke,west virginia
26075,windsor heights,brooke,west virginia
26101,parkersburg,wood,west virginia
26101,parkersburg,wood,west virginia
26102,parkersburg,wood,west virginia
26103,parkersburg,wood,west virginia
26103,parkersburg,wood,west virginia
26104,parkersburg,wood,west virginia
26104,parkersburg,wood,west virginia
26104,parkersburg,wood,west virginia
26104,parkersburg,wood,west virginia
26105,vienna,wood,west virginia
26105,vienna,wood,west virginia
26106,parkersburg,wood,west virginia
26106,parkersburg,wood,west virginia
26120,mineral wells,wood,west virginia
26120,mineral wells,wood,west virginia
26121,mineral wells,wood,west virginia
26121,mineral wells,wood,west virginia
26133,belleville,wood,west virginia
26134,belmont,pleasants,west virginia
26134,belmont,pleasants,west virginia
26134,belmont,pleasants,west virginia
26136,big bend,calhoun,west virginia
26136,big bend,calhoun,west virginia
26137,big springs,calhoun,west virginia
26137,big springs,calhoun,west virginia
26137,big springs,calhoun,west virginia
26138,brohard,wirt,west virginia
26141,creston,wirt,west virginia
26141,creston,wirt,west virginia
26142,davisville,wood,west virginia
26143,elizabeth,wirt,west virginia
26143,elizabeth,wirt,west virginia
26143,elizabeth,wirt,west virginia
26143,elizabeth,wirt,west virginia
26143,elizabeth,wirt,west virginia
26143,elizabeth,wirt,west virginia
26143,elizabeth,wirt,west virginia
26143,elizabeth,wirt,west virginia
26146,friendly,tyler,west virginia
26146,friendly,tyler,west virginia
26147,grantsville,calhoun,west virginia
26148,macfarlan,ritchie,west virginia
26149,middlebourne,tyler,west virginia
26149,middlebourne,tyler,west virginia
26150,mineral wells,wood,west virginia
26151,mount zion,calhoun,west virginia
26152,munday,calhoun,west virginia
26155,new martinsville,wetzel,west virginia
26155,new martinsville,wetzel,west virginia
26159,paden city,wetzel,west virginia
26160,palestine,wirt,west virginia
26160,palestine,wirt,west virginia
26160,palestine,wirt,west virginia
26160,palestine,wirt,west virginia
26160,palestine,wirt,west virginia
26160,palestine,wirt,west virginia
26160,palestine,wirt,west virginia
26161,petroleum,ritchie,west virginia
26162,porters falls,wetzel,west virginia
26164,ravenswood,jackson,west virginia
26164,ravenswood,jackson,west virginia
26164,ravenswood,jackson,west virginia
26167,reader,wetzel,west virginia
26169,rockport,wood,west virginia
26170,saint marys,pleasants,west virginia
26175,sistersville,tyler,west virginia
26178,smithville,ritchie,west virginia
26178,smithville,ritchie,west virginia
26180,walker,wood,west virginia
26180,walker,wood,west virginia
26181,washington,wood,west virginia
26181,washington,wood,west virginia
26184,waverly,wood,west virginia
26187,williamstown,wood,west virginia
26201,buckhannon,upshur,west virginia
26201,buckhannon,upshur,west virginia
26201,buckhannon,upshur,west virginia
26201,buckhannon,upshur,west virginia
26202,fenwick,nicholas,west virginia
26203,erbacon,webster,west virginia
26205,craigsville,nicholas,west virginia
26205,craigsville,nicholas,west virginia
26206,cowen,webster,west virginia
26206,cowen,webster,west virginia
26208,camden on gauley,webster,west virginia
26208,camden on gauley,webster,west virginia
26208,camden on gauley,webster,west virginia
26209,snowshoe,pocahontas,west virginia
26209,snowshoe,pocahontas,west virginia
26210,adrian,upshur,west virginia
26215,cleveland,upshur,west virginia
26215,cleveland,upshur,west virginia
26217,diana,webster,west virginia
26218,french creek,upshur,west virginia
26218,french creek,upshur,west virginia
26219,frenchton,upshur,west virginia
26222,hacker valley,webster,west virginia
26222,hacker valley,webster,west virginia
26224,helvetia,randolph,west virginia
26228,kanawha head,upshur,west virginia
26229,lorentz,upshur,west virginia
26230,pickens,randolph,west virginia
26234,rock cave,upshur,west virginia
26236,selbyville,upshur,west virginia
26237,tallmansville,upshur,west virginia
26238,volga,barbour,west virginia
26241,elkins,randolph,west virginia
26250,belington,barbour,west virginia
26253,beverly,randolph,west virginia
26254,bowden,randolph,west virginia
26254,bowden,randolph,west virginia
26257,coalton,randolph,west virginia
26259,dailey,randolph,west virginia
26260,davis,tucker,west virginia
26260,davis,tucker,west virginia
26261,richwood,nicholas,west virginia
26263,dryfork,randolph,west virginia
26264,durbin,pocahontas,west virginia
26266,upperglade,webster,west virginia
26267,ellamore,randolph,west virginia
26268,glady,randolph,west virginia
26269,hambleton,tucker,west virginia
26270,harman,randolph,west virginia
26271,hendricks,tucker,west virginia
26273,huttonsville,randolph,west virginia
26275,junior,barbour,west virginia
26276,kerens,randolph,west virginia
26278,mabie,randolph,west virginia
26280,mill creek,randolph,west virginia
26282,monterville,randolph,west virginia
26283,montrose,randolph,west virginia
26285,norton,randolph,west virginia
26287,parsons,tucker,west virginia
26287,parsons,tucker,west virginia
26288,webster springs,webster,west virginia
26288,webster springs,webster,west virginia
26288,webster springs,webster,west virginia
26288,webster springs,webster,west virginia
26289,red creek,tucker,west virginia
26291,slatyfork,pocahontas,west virginia
26292,thomas,tucker,west virginia
26293,valley bend,randolph,west virginia
26294,valley head,randolph,west virginia
26294,valley head,randolph,west virginia
26296,whitmer,randolph,west virginia
26296,whitmer,randolph,west virginia
26298,bergoo,webster,west virginia
26301,clarksburg,harrison,west virginia
26301,clarksburg,harrison,west virginia
26301,clarksburg,harrison,west virginia
26301,clarksburg,harrison,west virginia
26301,clarksburg,harrison,west virginia
26301,clarksburg,harrison,west virginia
26301,clarksburg,harrison,west virginia
26302,clarksburg,harrison,west virginia
26306,clarksburg,harrison,west virginia
26306,clarksburg,harrison,west virginia
26320,alma,tyler,west virginia
26320,alma,tyler,west virginia
26321,alum bridge,lewis,west virginia
26321,alum bridge,lewis,west virginia
26323,anmoore,harrison,west virginia
26325,auburn,ritchie,west virginia
26327,berea,ritchie,west virginia
26330,bridgeport,harrison,west virginia
26330,bridgeport,harrison,west virginia
26330,bridgeport,harrison,west virginia
26330,bridgeport,harrison,west virginia
26335,burnsville,braxton,west virginia
26335,burnsville,braxton,west virginia
26337,cairo,ritchie,west virginia
26338,camden,lewis,west virginia
26339,center point,doddridge,west virginia
26342,coxs mills,gilmer,west virginia
26343,crawford,lewis,west virginia
26346,ellenboro,ritchie,west virginia
26346,ellenboro,ritchie,west virginia
26347,flemington,taylor,west virginia
26347,flemington,taylor,west virginia
26347,flemington,taylor,west virginia
26347,flemington,taylor,west virginia
26348,folsom,wetzel,west virginia
26349,galloway,barbour,west virginia
26351,glenville,gilmer,west virginia
26351,glenville,gilmer,west virginia
26351,glenville,gilmer,west virginia
26354,grafton,taylor,west virginia
26354,grafton,taylor,west virginia
26354,grafton,taylor,west virginia
26354,grafton,taylor,west virginia
26354,grafton,taylor,west virginia
26361,gypsy,harrison,west virginia
26362,harrisville,ritchie,west virginia
26362,harrisville,ritchie,west virginia
26362,harrisville,ritchie,west virginia
26362,harrisville,ritchie,west virginia
26366,haywood,harrison,west virginia
26369,hepzibah,harrison,west virginia
26372,horner,lewis,west virginia
26374,independence,preston,west virginia
26376,ireland,lewis,west virginia
26376,ireland,lewis,west virginia
26377,jacksonburg,wetzel,west virginia
26377,jacksonburg,wetzel,west virginia
26377,jacksonburg,wetzel,west virginia
26378,jane lew,lewis,west virginia
26378,jane lew,lewis,west virginia
26384,linn,gilmer,west virginia
26385,lost creek,harrison,west virginia
26385,lost creek,harrison,west virginia
26386,lumberport,harrison,west virginia
26386,lumberport,harrison,west virginia
26404,meadowbrook,harrison,west virginia
26405,moatsville,barbour,west virginia
26405,moatsville,barbour,west virginia
26408,mount clare,harrison,west virginia
26408,mount clare,harrison,west virginia
26410,newburg,preston,west virginia
26411,new milton,doddridge,west virginia
26412,orlando,lewis,west virginia
26415,pennsboro,ritchie,west virginia
26415,pennsboro,ritchie,west virginia
26415,pennsboro,ritchie,west virginia
26415,pennsboro,ritchie,west virginia
26416,philippi,barbour,west virginia
26419,pine grove,wetzel,west virginia
26419,pine grove,wetzel,west virginia
26421,pullman,ritchie,west virginia
26422,reynoldsville,harrison,west virginia
26424,rosemont,taylor,west virginia
26425,rowlesburg,preston,west virginia
26425,rowlesburg,preston,west virginia
26426,salem,harrison,west virginia
26426,salem,harrison,west virginia
26426,salem,harrison,west virginia
26426,salem,harrison,west virginia
26430,sand fork,gilmer,west virginia
26430,sand fork,gilmer,west virginia
26431,shinnston,harrison,west virginia
26431,shinnston,harrison,west virginia
26431,shinnston,harrison,west virginia
26431,shinnston,harrison,west virginia
26431,shinnston,harrison,west virginia
26431,shinnston,harrison,west virginia
26431,shinnston,harrison,west virginia
26434,shirley,tyler,west virginia
26435,simpson,taylor,west virginia
26436,smithburg,doddridge,west virginia
26437,smithfield,wetzel,west virginia
26438,spelter,harrison,west virginia
26440,thornton,taylor,west virginia
26443,troy,gilmer,west virginia
26444,tunnelton,preston,west virginia
26447,walkersville,lewis,west virginia
26447,walkersville,lewis,west virginia
26448,wallace,harrison,west virginia
26451,west milford,harrison,west virginia
26452,weston,lewis,west virginia
26452,weston,lewis,west virginia
26456,west union,doddridge,west virginia
26456,west union,doddridge,west virginia
26463,wyatt,harrison,west virginia
26501,morgantown,monongalia,west virginia
26501,morgantown,monongalia,west virginia
26502,morgantown,monongalia,west virginia
26502,morgantown,monongalia,west virginia
26504,morgantown,monongalia,west virginia
26504,morgantown,monongalia,west virginia
26505,morgantown,monongalia,west virginia
26505,morgantown,monongalia,west virginia
26505,morgantown,monongalia,west virginia
26505,morgantown,monongalia,west virginia
26505,morgantown,monongalia,west virginia
26506,morgantown,monongalia,west virginia
26507,morgantown,monongalia,west virginia
26507,morgantown,monongalia,west virginia
26508,morgantown,monongalia,west virginia
26508,morgantown,monongalia,west virginia
26508,morgantown,monongalia,west virginia
26508,morgantown,monongalia,west virginia
26519,albright,preston,west virginia
26520,arthurdale,preston,west virginia
26521,blacksville,monongalia,west virginia
26524,bretz,preston,west virginia
26525,bruceton mills,preston,west virginia
26525,bruceton mills,preston,west virginia
26525,bruceton mills,preston,west virginia
26525,bruceton mills,preston,west virginia
26525,bruceton mills,preston,west virginia
26527,cassville,monongalia,west virginia
26531,dellslow,monongalia,west virginia
26534,granville,monongalia,west virginia
26537,kingwood,preston,west virginia
26541,maidsville,monongalia,west virginia
26541,maidsville,monongalia,west virginia
26542,masontown,preston,west virginia
26542,masontown,preston,west virginia
26543,osage,monongalia,west virginia
26544,pentress,monongalia,west virginia
26546,pursglove,monongalia,west virginia
26547,reedsville,preston,west virginia
26554,fairmont,marion,west virginia
26554,fairmont,marion,west virginia
26554,fairmont,marion,west virginia
26554,fairmont,marion,west virginia
26554,fairmont,marion,west virginia
26554,fairmont,marion,west virginia
26554,fairmont,marion,west virginia
26555,fairmont,marion,west virginia
26555,fairmont,marion,west virginia
26555,fairmont,marion,west virginia
26555,fairmont,marion,west virginia
26559,barrackville,marion,west virginia
26560,baxter,marion,west virginia
26561,big run,wetzel,west virginia
26562,burton,wetzel,west virginia
26562,burton,wetzel,west virginia
26563,carolina,marion,west virginia
26566,colfax,marion,west virginia
26568,enterprise,harrison,west virginia
26570,fairview,marion,west virginia
26571,farmington,marion,west virginia
26572,four states,marion,west virginia
26574,grant town,marion,west virginia
26575,hundred,wetzel,west virginia
26576,idamay,marion,west virginia
26578,kingmont,marion,west virginia
26581,littleton,wetzel,west virginia
26581,littleton,wetzel,west virginia
26581,littleton,wetzel,west virginia
26582,mannington,marion,west virginia
26585,metz,marion,west virginia
26586,montana mines,marion,west virginia
26587,rachel,marion,west virginia
26588,rivesville,marion,west virginia
26590,wana,monongalia,west virginia
26590,wana,monongalia,west virginia
26591,worthington,marion,west virginia
26601,sutton,braxton,west virginia
26601,sutton,braxton,west virginia
26601,sutton,braxton,west virginia
26601,sutton,braxton,west virginia
26610,birch river,nicholas,west virginia
26611,cedarville,gilmer,west virginia
26611,cedarville,gilmer,west virginia
26615,copen,braxton,west virginia
26617,dille,clay,west virginia
26619,exchange,braxton,west virginia
26619,exchange,braxton,west virginia
26621,flatwoods,braxton,west virginia
26621,flatwoods,braxton,west virginia
26623,frametown,braxton,west virginia
26623,frametown,braxton,west virginia
26623,frametown,braxton,west virginia
26623,frametown,braxton,west virginia
26624,gassaway,braxton,west virginia
26624,gassaway,braxton,west virginia
26627,heaters,braxton,west virginia
26629,little birch,braxton,west virginia
26629,little birch,braxton,west virginia
26631,napier,braxton,west virginia
26631,napier,braxton,west virginia
26636,rosedale,gilmer,west virginia
26636,rosedale,gilmer,west virginia
26636,rosedale,gilmer,west virginia
26638,shock,gilmer,west virginia
26651,summersville,nicholas,west virginia
26656,belva,nicholas,west virginia
26660,calvin,nicholas,west virginia
26662,canvas,nicholas,west virginia
26667,drennen,nicholas,west virginia
26671,gilboa,nicholas,west virginia
26675,keslers cross lanes,nicholas,west virginia
26675,keslers cross lanes,nicholas,west virginia
26675,keslers cross lanes,nicholas,west virginia
26676,leivasy,nicholas,west virginia
26678,mount lookout,nicholas,west virginia
26679,mount nebo,nicholas,west virginia
26679,mount nebo,nicholas,west virginia
26680,nallen,fayette,west virginia
26680,nallen,fayette,west virginia
26681,nettie,nicholas,west virginia
26684,pool,nicholas,west virginia
26690,swiss,nicholas,west virginia
26690,swiss,nicholas,west virginia
26691,tioga,nicholas,west virginia
26704,augusta,hampshire,west virginia
26705,aurora,preston,west virginia
26705,aurora,preston,west virginia
26707,bayard,grant,west virginia
26707,bayard,grant,west virginia
26710,burlington,mineral,west virginia
26710,burlington,mineral,west virginia
26711,capon bridge,hampshire,west virginia
26714,delray,hampshire,west virginia
26716,eglon,preston,west virginia
26716,eglon,preston,west virginia
26716,eglon,preston,west virginia
26717,elk garden,mineral,west virginia
26719,fort ashby,mineral,west virginia
26720,gormania,grant,west virginia
26722,green spring,hampshire,west virginia
26726,keyser,mineral,west virginia
26726,keyser,mineral,west virginia
26726,keyser,mineral,west virginia
26726,keyser,mineral,west virginia
26731,lahmansville,grant,west virginia
26739,mount storm,grant,west virginia
26743,new creek,mineral,west virginia
26750,piedmont,mineral,west virginia
26753,ridgeley,mineral,west virginia
26753,ridgeley,mineral,west virginia
26753,ridgeley,mineral,west virginia
26753,ridgeley,mineral,west virginia
26755,rio,hampshire,west virginia
26755,rio,hampshire,west virginia
26757,romney,hampshire,west virginia
26757,romney,hampshire,west virginia
26757,romney,hampshire,west virginia
26761,shanks,hampshire,west virginia
26763,springfield,hampshire,west virginia
26764,terra alta,preston,west virginia
26764,terra alta,preston,west virginia
26764,terra alta,preston,west virginia
26767,wiley ford,mineral,west virginia
26801,baker,hardy,west virginia
26802,brandywine,pendleton,west virginia
26802,brandywine,pendleton,west virginia
26802,brandywine,pendleton,west virginia
26804,circleville,pendleton,west virginia
26807,franklin,pendleton,west virginia
26808,high view,hampshire,west virginia
26810,lost city,hardy,west virginia
26810,lost city,hardy,west virginia
26812,mathias,hardy,west virginia
26814,riverton,pendleton,west virginia
26815,sugar grove,pendleton,west virginia
26815,sugar grove,pendleton,west virginia
26817,bloomery,hampshire,west virginia
26818,fisher,hardy,west virginia
26823,capon springs,hampshire,west virginia
26833,maysville,grant,west virginia
26836,moorefield,hardy,west virginia
26836,moorefield,hardy,west virginia
26838,milam,hardy,west virginia
26845,old fields,hardy,west virginia
26847,petersburg,grant,west virginia
26847,petersburg,grant,west virginia
26847,petersburg,grant,west virginia
26847,petersburg,grant,west virginia
26847,petersburg,grant,west virginia
26851,wardensville,hardy,west virginia
26852,purgitsville,hampshire,west virginia
26852,purgitsville,hampshire,west virginia
26855,cabins,grant,west virginia
26865,yellow spring,hampshire,west virginia
26865,yellow spring,hampshire,west virginia
26866,upper tract,pendleton,west virginia
26884,seneca rocks,pendleton,west virginia
26886,onego,pendleton,west virginia
27006,advance,davie,north carolina
27006,advance,davie,north carolina
27006,advance,davie,north carolina
27006,advance,davie,north carolina
27006,advance,davie,north carolina
27006,advance,davie,north carolina
27007,ararat,surry,north carolina
27007,ararat,surry,north carolina
27009,belews creek,forsyth,north carolina
27009,belews creek,forsyth,north carolina
27010,bethania,forsyth,north carolina
27011,boonville,yadkin,north carolina
27011,boonville,yadkin,north carolina
27011,boonville,yadkin,north carolina
27011,boonville,yadkin,north carolina
27012,clemmons,forsyth,north carolina
27013,cleveland,rowan,north carolina
27013,cleveland,rowan,north carolina
27013,cleveland,rowan,north carolina
27013,cleveland,rowan,north carolina
27013,cleveland,rowan,north carolina
27014,cooleemee,davie,north carolina
27016,danbury,stokes,north carolina
27016,danbury,stokes,north carolina
27017,dobson,surry,north carolina
27017,dobson,surry,north carolina
27017,dobson,surry,north carolina
27017,dobson,surry,north carolina
27017,dobson,surry,north carolina
27017,dobson,surry,north carolina
27018,east bend,yadkin,north carolina
27019,germanton,stokes,north carolina
27020,hamptonville,yadkin,north carolina
27020,hamptonville,yadkin,north carolina
27020,hamptonville,yadkin,north carolina
27020,hamptonville,yadkin,north carolina
27020,hamptonville,yadkin,north carolina
27020,hamptonville,yadkin,north carolina
27020,hamptonville,yadkin,north carolina
27021,king,stokes,north carolina
27022,lawsonville,stokes,north carolina
27022,lawsonville,stokes,north carolina
27023,lewisville,forsyth,north carolina
27023,lewisville,forsyth,north carolina
27024,lowgap,surry,north carolina
27025,madison,rockingham,north carolina
27025,madison,rockingham,north carolina
27027,mayodan,rockingham,north carolina
27027,mayodan,rockingham,north carolina
27028,mocksville,davie,north carolina
27028,mocksville,davie,north carolina
27030,mount airy,surry,north carolina
27030,mount airy,surry,north carolina
27030,mount airy,surry,north carolina
27030,mount airy,surry,north carolina
27031,white plains,surry,north carolina
27031,white plains,surry,north carolina
27031,white plains,surry,north carolina
27040,pfafftown,forsyth,north carolina
27040,pfafftown,forsyth,north carolina
27040,pfafftown,forsyth,north carolina
27040,pfafftown,forsyth,north carolina
27041,pilot mountain,surry,north carolina
27041,pilot mountain,surry,north carolina
27041,pilot mountain,surry,north carolina
27041,pilot mountain,surry,north carolina
27041,pilot mountain,surry,north carolina
27042,pine hall,stokes,north carolina
27043,pinnacle,stokes,north carolina
27043,pinnacle,stokes,north carolina
27043,pinnacle,stokes,north carolina
27043,pinnacle,stokes,north carolina
27045,rural hall,forsyth,north carolina
27045,rural hall,forsyth,north carolina
27046,sandy ridge,stokes,north carolina
27047,siloam,surry,north carolina
27048,stoneville,rockingham,north carolina
27048,stoneville,rockingham,north carolina
27048,stoneville,rockingham,north carolina
27049,toast,surry,north carolina
27050,tobaccoville,forsyth,north carolina
27051,walkertown,forsyth,north carolina
27052,walnut cove,stokes,north carolina
27052,walnut cove,stokes,north carolina
27052,walnut cove,stokes,north carolina
27052,walnut cove,stokes,north carolina
27053,westfield,surry,north carolina
27053,westfield,surry,north carolina
27054,woodleaf,rowan,north carolina
27055,yadkinville,yadkin,north carolina
27055,yadkinville,yadkin,north carolina
27055,yadkinville,yadkin,north carolina
27055,yadkinville,yadkin,north carolina
27055,yadkinville,yadkin,north carolina
27055,yadkinville,yadkin,north carolina
27055,yadkinville,yadkin,north carolina
27094,rural hall,forsyth,north carolina
27094,rural hall,forsyth,north carolina
27098,rural hall,forsyth,north carolina
27098,rural hall,forsyth,north carolina
27099,rural hall,forsyth,north carolina
27099,rural hall,forsyth,north carolina
27101,winston salem,forsyth,north carolina
27101,winston salem,forsyth,north carolina
27102,winston salem,forsyth,north carolina
27102,winston salem,forsyth,north carolina
27103,winston salem,forsyth,north carolina
27103,winston salem,forsyth,north carolina
27103,winston salem,forsyth,north carolina
27103,winston salem,forsyth,north carolina
27103,winston salem,forsyth,north carolina
27104,winston salem,forsyth,north carolina
27104,winston salem,forsyth,north carolina
27104,winston salem,forsyth,north carolina
27105,winston salem,forsyth,north carolina
27105,winston salem,forsyth,north carolina
27105,winston salem,forsyth,north carolina
27105,winston salem,forsyth,north carolina
27106,winston salem,forsyth,north carolina
27106,winston salem,forsyth,north carolina
27106,winston salem,forsyth,north carolina
27106,winston salem,forsyth,north carolina
27107,winston salem,forsyth,north carolina
27107,winston salem,forsyth,north carolina
27107,winston salem,forsyth,north carolina
27107,winston salem,forsyth,north carolina
27107,winston salem,forsyth,north carolina
27108,winston salem,forsyth,north carolina
27108,winston salem,forsyth,north carolina
27109,winston salem,forsyth,north carolina
27109,winston salem,forsyth,north carolina
27110,winston salem,forsyth,north carolina
27110,winston salem,forsyth,north carolina
27110,winston salem,forsyth,north carolina
27111,winston salem,forsyth,north carolina
27111,winston salem,forsyth,north carolina
27111,winston salem,forsyth,north carolina
27113,winston salem,forsyth,north carolina
27113,winston salem,forsyth,north carolina
27114,winston salem,forsyth,north carolina
27114,winston salem,forsyth,north carolina
27115,winston salem,forsyth,north carolina
27115,winston salem,forsyth,north carolina
27116,winston salem,forsyth,north carolina
27116,winston salem,forsyth,north carolina
27117,winston salem,forsyth,north carolina
27117,winston salem,forsyth,north carolina
27120,winston salem,forsyth,north carolina
27127,winston salem,forsyth,north carolina
27127,winston salem,forsyth,north carolina
27127,winston salem,forsyth,north carolina
27130,winston salem,forsyth,north carolina
27150,winston salem,forsyth,north carolina
27150,winston salem,forsyth,north carolina
27150,winston salem,forsyth,north carolina
27152,winston salem,forsyth,north carolina
27152,winston salem,forsyth,north carolina
27152,winston salem,forsyth,north carolina
27155,winston salem,forsyth,north carolina
27155,winston salem,forsyth,north carolina
27155,winston salem,forsyth,north carolina
27157,winston salem,forsyth,north carolina
27157,winston salem,forsyth,north carolina
27157,winston salem,forsyth,north carolina
27198,winston salem,forsyth,north carolina
27198,winston salem,forsyth,north carolina
27198,winston salem,forsyth,north carolina
27199,winston salem,forsyth,north carolina
27199,winston salem,forsyth,north carolina
27199,winston salem,forsyth,north carolina
27201,alamance,alamance,north carolina
27202,altamahaw,alamance,north carolina
27203,asheboro,randolph,north carolina
27204,asheboro,randolph,north carolina
27205,asheboro,randolph,north carolina
27207,bear creek,chatham,north carolina
27207,bear creek,chatham,north carolina
27208,bennett,chatham,north carolina
27209,biscoe,montgomery,north carolina
27212,blanch,caswell,north carolina
27212,blanch,caswell,north carolina
27213,bonlee,chatham,north carolina
27214,browns summit,guilford,north carolina
27214,browns summit,guilford,north carolina
27214,browns summit,guilford,north carolina
27214,browns summit,guilford,north carolina
27214,browns summit,guilford,north carolina
27214,browns summit,guilford,north carolina
27214,browns summit,guilford,north carolina
27215,burlington,alamance,north carolina
27215,burlington,alamance,north carolina
27215,burlington,alamance,north carolina
27216,burlington,alamance,north carolina
27217,burlington,alamance,north carolina
27217,burlington,alamance,north carolina
27228,bynum,chatham,north carolina
27228,bynum,chatham,north carolina
27229,candor,montgomery,north carolina
27229,candor,montgomery,north carolina
27230,cedar falls,randolph,north carolina
27231,cedar grove,orange,north carolina
27233,climax,guilford,north carolina
27235,colfax,guilford,north carolina
27237,cumnock,lee,north carolina
27237,cumnock,lee,north carolina
27239,denton,davidson,north carolina
27239,denton,davidson,north carolina
27239,denton,davidson,north carolina
27239,denton,davidson,north carolina
27239,denton,davidson,north carolina
27239,denton,davidson,north carolina
27239,denton,davidson,north carolina
27242,eagle springs,moore,north carolina
27243,efland,orange,north carolina
27243,efland,orange,north carolina
27244,elon,alamance,north carolina
27244,elon,alamance,north carolina
27244,elon,alamance,north carolina
27244,elon,alamance,north carolina
27247,ether,montgomery,north carolina
27248,franklinville,randolph,north carolina
27248,franklinville,randolph,north carolina
27248,franklinville,randolph,north carolina
27249,gibsonville,guilford,north carolina
27252,goldston,chatham,north carolina
27253,graham,alamance,north carolina
27256,gulf,chatham,north carolina
27258,haw river,alamance,north carolina
27259,highfalls,moore,north carolina
27260,high point,guilford,north carolina
27260,high point,guilford,north carolina
27260,high point,guilford,north carolina
27260,high point,guilford,north carolina
27260,high point,guilford,north carolina
27260,high point,guilford,north carolina
27261,high point,guilford,north carolina
27262,high point,guilford,north carolina
27262,high point,guilford,north carolina
27263,high point,guilford,north carolina
27263,high point,guilford,north carolina
27263,high point,guilford,north carolina
27264,high point,guilford,north carolina
27265,high point,guilford,north carolina
27278,hillsborough,orange,north carolina
27278,hillsborough,orange,north carolina
27278,hillsborough,orange,north carolina
27281,jackson springs,moore,north carolina
27281,jackson springs,moore,north carolina
27281,jackson springs,moore,north carolina
27281,jackson springs,moore,north carolina
27281,jackson springs,moore,north carolina
27281,jackson springs,moore,north carolina
27281,jackson springs,moore,north carolina
27282,jamestown,guilford,north carolina
27283,julian,guilford,north carolina
27284,kernersville,forsyth,north carolina
27284,kernersville,forsyth,north carolina
27284,kernersville,forsyth,north carolina
27284,kernersville,forsyth,north carolina
27284,kernersville,forsyth,north carolina
27285,kernersville,forsyth,north carolina
27288,eden,rockingham,north carolina
27288,eden,rockingham,north carolina
27288,eden,rockingham,north carolina
27288,eden,rockingham,north carolina
27288,eden,rockingham,north carolina
27288,eden,rockingham,north carolina
27288,eden,rockingham,north carolina
27289,eden,rockingham,north carolina
27291,leasburg,caswell,north carolina
27291,leasburg,caswell,north carolina
27291,leasburg,caswell,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27292,lexington,davidson,north carolina
27293,lexington,davidson,north carolina
27294,lexington,davidson,north carolina
27294,lexington,davidson,north carolina
27295,lexington,davidson,north carolina
27298,liberty,randolph,north carolina
27298,liberty,randolph,north carolina
27299,linwood,davidson,north carolina
27301,mc leansville,guilford,north carolina
27301,mc leansville,guilford,north carolina
27302,mebane,alamance,north carolina
27305,milton,caswell,north carolina
27305,milton,caswell,north carolina
27306,mount gilead,montgomery,north carolina
27306,mount gilead,montgomery,north carolina
27310,oak ridge,guilford,north carolina
27311,pelham,caswell,north carolina
27312,pittsboro,chatham,north carolina
27312,pittsboro,chatham,north carolina
27312,pittsboro,chatham,north carolina
27313,pleasant garden,guilford,north carolina
27313,pleasant garden,guilford,north carolina
27313,pleasant garden,guilford,north carolina
27314,prospect hill,caswell,north carolina
27315,providence,caswell,north carolina
27316,ramseur,randolph,north carolina
27316,ramseur,randolph,north carolina
27316,ramseur,randolph,north carolina
27317,randleman,randolph,north carolina
27317,randleman,randolph,north carolina
27317,randleman,randolph,north carolina
27320,reidsville,rockingham,north carolina
